request_time,wait_time,pick_index,drop_index,order_distance,order_fare,detour_ratio
68634,360,1515,528,2385.0,8.88,0.75
68634,480,3829,427,4469.0,16.64,1.0
68635,480,2690,3193,6318.0,23.52,0.75
68635,180,3036,2689,2547.0,9.48,0.25
68635,420,2332,3705,3642.0,13.56,0.75
68635,300,2539,2077,2522.0,9.39,0.5
68636,420,2173,3875,3058.0,11.39,0.75
68636,240,1243,3912,1329.0,4.95,0.75
68636,420,267,424,5251.0,19.55,0.5
68636,240,3580,255,2672.0,9.95,1.0
68637,360,641,1627,2860.0,10.65,0.5
68637,300,3155,1896,2557.0,9.52,1.0
68637,420,1632,3288,2975.0,11.08,1.0
68637,360,938,2177,3359.0,12.51,0.5
68637,480,1678,2875,1773.0,6.6,0.75
68638,240,927,3422,1885.0,7.02,0.25
68638,480,250,269,1289.0,4.8,0.75
68638,480,3275,2116,3454.0,12.86,1.0
68638,360,1476,1058,3237.0,12.05,0.75
68639,420,1479,3315,1651.0,6.15,0.5
68640,360,1130,2569,2342.0,8.72,0.25
68640,360,3001,2277,2551.0,9.5,0.5
68641,240,73,4345,5927.0,22.07,0.75
68641,480,3964,1465,4852.0,18.07,0.5
68641,180,3335,38,5686.0,21.17,0.25
68641,360,3681,1977,1312.0,4.88,0.75
68642,360,1302,3719,1761.0,6.56,1.0
68642,180,3311,3210,3669.0,13.66,1.0
68642,240,3338,637,2324.0,8.65,0.75
68642,300,3808,2521,7099.0,26.43,0.75
68643,240,2485,126,5724.0,21.31,0.5
68643,240,3457,3428,1034.0,3.85,0.75
68645,480,2375,21,2503.0,9.32,0.25
68645,300,4348,2996,1901.0,7.08,0.25
68646,300,1103,3103,1393.0,5.19,0.25
68647,420,3616,2684,4494.0,16.73,0.5
68647,420,4317,1165,3337.0,12.42,0.25
68648,300,1740,513,8119.0,30.23,0.75
68648,240,4317,4539,2037.0,7.58,0.75
68648,180,1333,241,2992.0,11.14,0.25
68648,240,3586,1552,2394.0,8.91,0.75
68650,300,565,1716,2456.0,9.14,0.25
68650,300,1962,706,5694.0,21.2,0.25
68650,180,3113,205,7760.0,28.89,0.75
68651,180,1578,1058,1928.0,7.18,1.0
68651,180,3216,240,5564.0,20.72,0.75
68652,360,240,3649,1687.0,6.28,1.0
68652,300,938,1463,2558.0,9.52,0.5
68653,480,4316,1302,3245.0,12.08,0.25
68653,480,497,3297,2973.0,11.07,0.25
68653,360,3533,1911,1443.0,5.37,1.0
68654,420,3070,1035,3375.0,12.57,0.75
68654,180,3012,4231,4124.0,15.35,0.5
68655,180,126,2405,1894.0,7.05,1.0
68655,300,3843,955,3799.0,14.14,1.0
68656,240,2452,1759,1851.0,6.89,0.25
68656,480,825,2509,5949.0,22.15,0.5
68657,300,2316,3770,2778.0,10.34,0.25
68658,240,1185,3246,1671.0,6.22,0.25
68659,420,3468,4348,3960.0,14.74,0.5
68659,240,4447,950,2396.0,8.92,1.0
68659,480,778,990,2834.0,10.55,0.75
68660,420,569,243,2696.0,10.04,1.0
68661,240,1979,1838,3801.0,14.15,0.75
68661,480,1462,1296,3072.0,11.44,0.25
68661,240,2498,2565,2692.0,10.02,1.0
68662,480,1797,2895,3635.0,13.53,0.75
68662,420,3315,4107,1748.0,6.51,0.25
68662,360,924,1484,1876.0,6.98,1.0
68663,360,3718,2206,3034.0,11.3,1.0
68663,180,1116,3311,4266.0,15.88,0.75
68663,360,3148,234,3531.0,13.15,0.75
68663,360,59,1119,4724.0,17.59,0.25
68664,420,3362,2665,4566.0,17.0,0.5
68664,300,3698,2104,2533.0,9.43,1.0
68664,480,2188,3013,2760.0,10.28,0.75
68664,180,264,2554,1355.0,5.05,0.75
68665,420,567,2458,4105.0,15.28,0.25
68666,240,3043,4107,1701.0,6.33,0.5
68666,360,4440,3888,2134.0,7.95,1.0
68666,300,1022,2498,1987.0,7.4,0.75
68666,420,3304,298,2387.0,8.89,1.0
68666,240,1469,3479,1331.0,4.96,0.25
68667,420,3617,972,1303.0,4.85,0.25
68667,480,3186,1249,3005.0,11.19,0.75
68667,180,1207,2089,1781.0,6.63,0.25
68667,180,2568,2696,1299.0,4.84,0.5
68670,360,3234,677,2297.0,8.55,0.5
68670,180,1342,4324,3913.0,14.57,1.0
68670,180,3335,2092,4701.0,17.5,0.75
68672,240,2492,4415,5288.0,19.69,0.5
68672,420,2721,869,2456.0,9.14,0.25
68673,300,1089,1457,2004.0,7.46,1.0
68674,180,3529,3574,2495.0,9.29,0.5
68674,420,2402,836,1485.0,5.53,0.25
68675,420,1439,4465,3468.0,12.91,0.75
68675,480,2798,1711,2207.0,8.22,1.0
68675,480,3723,2958,1961.0,7.3,0.25
68676,420,4055,2283,3693.0,13.75,0.75
68676,300,1208,4211,1707.0,6.36,0.25
68677,360,4345,2621,3884.0,14.46,0.5
68677,420,3302,2650,2475.0,9.22,0.5
68677,480,1742,1627,1684.0,6.27,0.25
68678,180,776,1626,1373.0,5.11,1.0
68678,480,1333,3325,1088.0,4.05,0.75
68678,180,1210,3958,5494.0,20.46,0.75
68678,420,295,1539,3726.0,13.87,0.25
68678,420,493,3763,5975.0,22.25,0.75
68679,420,244,4147,2201.0,8.2,0.25
68679,240,443,1174,2415.0,8.99,1.0
68679,240,2498,2696,1969.0,7.33,0.25
68679,360,249,2370,1420.0,5.29,0.75
68680,240,1395,4080,1108.0,4.13,1.0
68680,180,3720,2192,2185.0,8.14,0.75
68680,360,54,2695,3209.0,11.95,0.75
68680,420,427,1515,2622.0,9.76,0.25
68681,300,8,2643,1573.0,5.86,0.25
68681,480,2697,3961,2710.0,10.09,0.25
68682,480,1227,3310,6239.0,23.23,1.0
68682,480,3293,2960,6324.0,23.55,0.5
68682,180,586,3322,1985.0,7.39,1.0
68683,360,2110,2533,4443.0,16.54,1.0
68683,240,1177,106,4570.0,17.02,1.0
68684,360,2875,521,1110.0,4.13,0.5
68684,180,4115,1379,1934.0,7.2,0.75
68684,240,2087,1612,7542.0,28.08,1.0
68684,240,3408,4237,2158.0,8.03,0.75
68684,300,3455,3479,2718.0,10.12,0.5
68684,360,3448,2194,1246.0,4.64,1.0
68685,480,1955,1659,3343.0,12.45,0.25
68685,240,3309,1378,2539.0,9.45,0.5
68686,360,2572,617,3033.0,11.29,1.0
68687,300,2221,1010,3454.0,12.86,0.75
68688,240,971,4078,5256.0,19.57,0.75
68688,180,1921,3270,3503.0,13.04,0.75
68688,300,367,3588,1686.0,6.28,1.0
68689,180,3318,4277,3137.0,11.68,1.0
68689,420,3415,1105,5515.0,20.53,0.75
68689,180,3156,2962,1939.0,7.22,0.25
68690,480,1933,1910,7952.0,29.61,1.0
68690,240,1599,4067,1600.0,5.96,0.5
68691,480,2135,1669,10839.0,40.36,0.5
68691,360,764,4246,3286.0,12.23,0.5
68692,480,2458,4007,2526.0,9.41,0.5
68692,420,1173,2971,1321.0,4.92,0.75
68692,180,1349,2642,8010.0,29.82,1.0
68693,360,2477,2116,2559.0,9.53,0.25
68693,480,2541,3383,5047.0,18.79,0.75
68693,420,915,3258,3218.0,11.98,0.5
68693,300,1463,543,1512.0,5.63,0.25
68693,420,3621,3116,3767.0,14.03,0.25
68694,240,2695,2682,1119.0,4.17,1.0
68695,240,3029,114,2162.0,8.05,0.75
68695,480,2961,1309,3509.0,13.07,0.25
68695,360,3920,4312,1684.0,6.27,0.25
68695,180,3916,1526,1383.0,5.15,0.75
68695,480,1464,3347,2237.0,8.33,0.5
68696,480,2957,1372,2042.0,7.6,0.75
68696,300,4466,1717,1813.0,6.75,0.75
68697,240,151,972,3715.0,13.83,0.5
68698,480,788,1792,6897.0,25.68,1.0
68698,240,4537,2868,2696.0,10.04,0.25
68698,360,3975,1790,1536.0,5.72,0.5
68699,480,1475,2494,2842.0,10.58,0.25
68699,180,2636,2336,2221.0,8.27,0.75
68699,180,1400,658,5295.0,19.71,0.5
68699,300,1456,778,5975.0,22.25,0.5
68700,240,694,3561,2131.0,7.93,0.75
68700,480,3586,1515,3226.0,12.01,0.25
68700,420,4328,442,6861.0,25.55,0.75
68700,360,1938,2258,3814.0,14.2,0.25
68701,240,1726,1105,1278.0,4.76,0.5
68702,360,1946,3327,2083.0,7.76,0.5
68702,300,3383,3027,3049.0,11.35,0.5
68703,180,777,383,5630.0,20.96,1.0
68703,240,1460,2394,1714.0,6.38,0.25
68703,480,4120,3853,5996.0,22.33,0.75
68704,180,2956,3538,9038.0,33.65,1.0
68705,480,3495,3971,5399.0,20.1,0.25
68706,360,1671,3259,2209.0,8.22,1.0
68706,480,1140,114,4878.0,18.16,1.0
68706,420,1460,1253,1293.0,4.81,0.75
68706,480,3046,2797,1362.0,5.07,0.5
68707,180,3678,2850,1172.0,4.36,0.5
68707,240,1561,549,2586.0,9.63,0.5
68708,360,2635,1059,6008.0,22.37,0.25
68708,420,1135,3070,2306.0,8.59,1.0
68709,420,3368,4148,4141.0,15.42,1.0
68709,300,575,3597,5104.0,19.0,0.5
68710,360,4465,1618,1639.0,6.1,0.75
68710,360,1063,1811,2856.0,10.63,0.5
68711,240,1399,1692,2493.0,9.28,1.0
68711,420,2967,3684,1190.0,4.43,0.5
68711,420,1497,3206,1718.0,6.4,0.5
68712,360,1134,6,1184.0,4.41,0.25
68712,420,1709,3426,2535.0,9.44,1.0
68712,360,3957,3493,4047.0,15.07,0.75
68712,480,3907,347,4950.0,18.43,0.75
68713,480,1593,799,2246.0,8.36,0.5
68713,180,1726,2335,1282.0,4.77,1.0
68713,300,2303,603,1290.0,4.8,0.75
68714,240,2077,468,1966.0,7.32,0.25
68715,360,2210,3,1366.0,5.09,0.25
68715,300,1296,975,2791.0,10.39,1.0
68716,300,2201,583,4577.0,17.04,0.5
68716,240,1626,1876,5771.0,21.49,1.0
68716,300,3011,4451,3619.0,13.47,1.0
68716,240,1742,2716,4001.0,14.9,1.0
68716,480,2945,4558,6257.0,23.3,0.75
68717,240,1640,2069,4622.0,17.21,0.75
68718,300,1828,1947,3153.0,11.74,0.5
68719,480,3300,3416,1253.0,4.67,0.5
68719,300,3642,1484,3669.0,13.66,0.25
68719,180,493,1432,1690.0,6.29,0.25
68720,240,3106,3813,1331.0,4.96,0.25
68720,180,1462,645,3184.0,11.86,0.25
68720,240,2624,3486,7497.0,27.91,0.75
68720,180,1115,3435,2222.0,8.27,0.25
68720,360,4150,3711,3223.0,12.0,0.5
68722,300,3403,1395,2299.0,8.56,0.5
68722,360,474,2186,4449.0,16.57,1.0
68722,360,4118,2314,3316.0,12.35,0.5
68722,300,1040,919,2571.0,9.57,0.75
68723,180,3182,2520,3737.0,13.91,0.75
68724,360,1026,2535,1787.0,6.65,0.5
68725,180,1472,243,1792.0,6.67,0.5
68726,300,565,1209,1594.0,5.93,1.0
68726,180,2563,924,1128.0,4.2,0.25
68726,420,841,3799,2704.0,10.07,1.0
68726,420,1178,266,2398.0,8.93,0.25
68727,240,3502,3114,1612.0,6.0,0.5
68727,240,2135,3692,8613.0,32.07,0.75
68727,360,4343,1006,1673.0,6.23,1.0
68728,420,3007,2947,4935.0,18.37,0.5
68728,240,1271,273,2261.0,8.42,0.75
68728,180,3269,1628,3178.0,11.83,0.75
68728,480,3005,2562,2178.0,8.11,0.5
68729,300,1398,1505,2037.0,7.58,0.25
68730,480,3844,1930,1010.0,3.76,1.0
68730,480,1731,1201,1928.0,7.18,0.25
68731,360,1305,3416,1716.0,6.39,0.5
68731,360,1048,2695,7661.0,28.52,0.75
68731,180,3592,3298,1094.0,4.07,0.75
68731,360,3626,2991,2749.0,10.24,0.5
68732,240,4332,4239,1528.0,5.69,0.25
68732,180,4335,753,5615.0,20.91,0.5
68732,240,566,2084,2465.0,9.18,1.0
68732,240,642,2879,2459.0,9.16,0.25
68732,360,3018,1828,2708.0,10.08,0.25
68733,180,2195,3966,2370.0,8.82,0.5
68733,180,264,3357,2629.0,9.79,0.5
68736,240,1237,3920,1444.0,5.38,1.0
68736,240,2156,3212,4738.0,17.64,0.75
68736,300,4026,3284,1820.0,6.78,0.5
68737,480,1712,3386,3783.0,14.09,0.25
68737,180,4538,3694,2074.0,7.72,0.5
68737,240,3302,255,1270.0,4.73,0.25
68737,360,637,2201,1823.0,6.79,0.25
68737,180,2076,1826,9083.0,33.82,1.0
68738,360,1234,1966,2822.0,10.51,0.75
68740,480,3056,70,7222.0,26.89,0.75
68740,180,2762,3018,2230.0,8.3,0.5
68740,360,1355,1134,1624.0,6.05,0.25
68741,360,3952,24,4130.0,15.38,0.75
68742,300,3501,1614,5132.0,19.11,0.25
68742,180,1260,3871,4101.0,15.27,1.0
68744,180,1054,3185,1851.0,6.89,0.75
68744,180,2191,652,6404.0,23.84,0.75
68744,240,1218,587,3799.0,14.14,1.0
68744,240,180,4504,3266.0,12.16,0.75
68744,300,3388,380,6122.0,22.79,0.25
68744,300,1461,4355,4628.0,17.23,1.0
68746,480,2407,3733,6078.0,22.63,0.75
68748,180,808,4452,2084.0,7.76,1.0
68748,180,1818,3485,3295.0,12.27,1.0
68750,420,1264,1114,3001.0,11.17,0.75
68750,420,239,2160,5837.0,21.73,1.0
68751,360,2160,3244,4515.0,16.81,0.25
68751,420,470,2403,1650.0,6.14,0.5
68751,480,2518,1931,8562.0,31.88,0.5
68751,300,1707,1047,1572.0,5.85,0.5
68751,180,2955,184,2918.0,10.86,0.25
68752,480,1457,101,2088.0,7.77,0.75
68752,360,1811,207,2798.0,10.42,1.0
68752,360,3944,2949,4426.0,16.48,1.0
68752,480,2537,3318,2076.0,7.73,0.25
68752,240,1519,1175,1875.0,6.98,0.75
68753,420,3389,3467,2068.0,7.7,1.0
68753,360,3775,4437,4134.0,15.39,0.25
68753,300,1367,3302,2696.0,10.04,0.75
68754,420,1877,319,2087.0,7.77,0.25
68754,360,1927,3359,3614.0,13.46,0.25
68755,360,1293,3892,2992.0,11.14,0.75
68755,180,3573,2251,1479.0,5.51,0.5
68756,480,4437,6,1881.0,7.0,0.5
68756,360,3029,1235,2251.0,8.38,0.5
68757,300,1476,1554,2101.0,7.82,0.25
68758,300,2607,4563,6472.0,24.1,0.5
68759,180,3541,808,3321.0,12.37,0.5
68759,240,3192,4557,2082.0,7.75,0.25
68760,240,3324,1020,7297.0,27.17,1.0
68760,420,3340,3802,5049.0,18.8,0.5
68760,300,514,194,7952.0,29.61,0.75
68761,360,2558,3675,2876.0,10.71,0.75
68761,480,1019,968,2810.0,10.46,0.5
68761,240,621,2881,1216.0,4.53,0.5
68762,360,3234,3066,2118.0,7.89,0.75
68762,420,181,1075,3049.0,11.35,0.25
68762,300,3775,1281,2295.0,8.55,1.0
68762,360,1849,3440,1690.0,6.29,0.75
68763,240,2357,2932,1379.0,5.13,0.5
68763,420,3706,3560,3514.0,13.08,1.0
68763,420,3350,3351,1663.0,6.19,0.25
68763,240,3601,1341,1518.0,5.65,0.75
68764,480,1458,3117,2490.0,9.27,0.5
68764,480,3187,4362,2440.0,9.08,0.5
68764,180,1921,3076,1401.0,5.22,0.5
68764,420,15,1237,6014.0,22.39,0.25
68765,180,3067,3473,2977.0,11.08,1.0
68765,300,1008,4022,8021.0,29.86,1.0
68767,480,1630,3747,4872.0,18.14,0.5
68769,360,4237,645,1276.0,4.75,0.25
68769,300,3403,4018,3010.0,11.21,0.75
68770,300,1629,1233,2824.0,10.51,0.5
68770,360,3071,122,2459.0,9.16,0.25
68771,420,2931,3675,2342.0,8.72,1.0
68771,420,1825,2943,3002.0,11.18,0.25
68771,240,3854,3565,1181.0,4.4,0.25
68771,420,1726,2706,6061.0,22.57,1.0
68771,180,4494,2637,1960.0,7.3,0.25
68771,480,3448,209,3443.0,12.82,0.5
68773,300,2533,1240,5113.0,19.04,0.5
68773,480,2258,240,2294.0,8.54,0.75
68774,420,2113,1439,4453.0,16.58,0.5
68774,480,270,2712,3051.0,11.36,1.0
68774,240,64,1063,4069.0,15.15,0.5
68774,480,3333,1454,1396.0,5.2,0.5
68774,240,106,3440,1414.0,5.26,0.25
68776,480,1683,3913,1464.0,5.45,0.5
68776,360,239,548,3028.0,11.27,0.75
68776,360,3234,1534,3806.0,14.17,1.0
68776,360,1291,689,5020.0,18.69,0.25
68777,300,2187,3355,1594.0,5.93,0.25
68778,480,1395,3741,2360.0,8.79,0.5
68778,300,2537,359,3507.0,13.06,0.75
68778,180,1431,25,7177.0,26.72,0.25
68778,360,3335,1009,1651.0,6.15,0.25
68779,300,2512,2759,2172.0,8.09,0.75
68780,480,2508,848,2672.0,9.95,0.75
68780,420,1134,3076,1827.0,6.8,0.25
68781,360,1762,3934,5348.0,19.91,1.0
68781,240,3573,2203,2495.0,9.29,0.75
68782,420,1814,293,1541.0,5.74,0.25
68782,420,1024,2461,3157.0,11.75,1.0
68782,180,1477,1415,6184.0,23.03,1.0
68782,180,1709,298,2617.0,9.74,0.25
68783,420,3675,3628,2111.0,7.86,0.5
68784,420,4229,243,1996.0,7.43,0.75
68785,420,2998,4379,5577.0,20.76,0.75
68787,480,2103,4286,4750.0,17.69,0.75
68787,240,740,2473,5833.0,21.72,0.25
68788,180,1602,4563,3295.0,12.27,0.25
68788,420,3344,4303,2779.0,10.35,1.0
68789,180,1819,1540,3223.0,12.0,1.0
68789,360,241,3834,5084.0,18.93,0.25
68789,300,4242,740,1576.0,5.87,1.0
68789,420,3758,1275,2704.0,10.07,0.5
68790,420,4265,3645,2476.0,9.22,0.25
68791,360,3256,907,3003.0,11.18,1.0
68791,180,3161,646,1896.0,7.06,1.0
68791,240,1252,2563,2036.0,7.58,1.0
68792,180,3247,731,5054.0,18.82,0.5
68793,240,883,3588,2769.0,10.31,0.75
68793,240,4452,1807,4095.0,15.25,1.0
68793,180,3425,3825,4599.0,17.12,1.0
68793,180,3652,1401,2637.0,9.82,0.5
68794,180,1808,1811,5756.0,21.43,0.25
68795,300,1323,546,2213.0,8.24,0.5
68795,180,51,1189,3827.0,14.25,0.25
68796,420,2471,116,4389.0,16.34,0.25
68796,420,2122,3531,1328.0,4.94,0.25
68796,360,3007,1635,2250.0,8.38,0.75
68797,420,1402,2925,1770.0,6.59,0.75
68797,480,1318,3208,2276.0,8.47,1.0
68797,180,1733,4318,2097.0,7.81,0.75
68798,300,1066,1399,4614.0,17.18,0.5
68798,420,2075,1534,4894.0,18.22,0.25
68799,240,107,2461,2802.0,10.43,1.0
68799,240,1862,605,1577.0,5.87,0.75
68800,180,3063,738,1638.0,6.1,0.5
68801,480,834,645,1380.0,5.14,0.75
68801,240,929,3812,6967.0,25.94,1.0
68801,240,1800,3031,2886.0,10.75,0.25
68802,480,1814,3326,6297.0,23.45,0.75
68802,360,1940,4214,1562.0,5.82,0.75
68803,360,4556,2945,9595.0,35.73,0.25
68803,420,4104,4563,3018.0,11.24,0.25
68804,360,234,3556,3180.0,11.84,0.75
68804,480,3018,3725,1995.0,7.43,0.75
68804,180,2141,710,2672.0,9.95,0.5
68805,300,1042,937,2246.0,8.36,1.0
68805,360,1778,1831,6935.0,25.82,1.0
68806,300,4541,3027,3244.0,12.08,1.0
68806,180,108,4268,1088.0,4.05,0.75
68807,180,2140,1055,2155.0,8.02,0.75
68807,180,569,1523,2495.0,9.29,0.75
68808,480,2173,2297,1015.0,3.78,0.75
68808,360,2680,2449,3153.0,11.74,0.5
68808,300,3007,4338,3296.0,12.27,1.0
68808,300,502,2947,2773.0,10.32,0.25
68809,300,3309,2973,4197.0,15.63,1.0
68809,300,8,1592,2539.0,9.45,0.25
68809,360,1529,3886,7143.0,26.6,1.0
68810,420,1259,3799,1359.0,5.06,1.0
68810,240,3347,2703,1324.0,4.93,1.0
68810,420,1673,347,5530.0,20.59,0.5
68811,180,3685,640,5856.0,21.8,0.5
68811,420,3024,2213,4407.0,16.41,0.5
68811,300,3643,1389,5350.0,19.92,0.5
68812,240,4231,4493,2043.0,7.61,0.5
68813,240,1120,2563,2444.0,9.1,0.75
68813,240,2462,859,1540.0,5.73,0.5
68813,480,1463,3405,4276.0,15.92,1.0
68813,420,3051,3213,1732.0,6.45,0.75
68813,180,2450,3353,1810.0,6.74,0.75
68814,240,2202,2293,3420.0,12.73,0.5
68814,300,1460,3226,2503.0,9.32,0.5
68814,360,1431,859,1252.0,4.66,0.5
68814,420,3709,2217,10052.0,37.43,0.75
68814,480,4324,1011,3550.0,13.22,0.75
68815,480,1040,652,5045.0,18.78,1.0
68815,240,1953,3798,3106.0,11.56,0.25
68815,480,1292,1618,1693.0,6.3,0.25
68816,420,3334,358,4619.0,17.2,0.5
68816,420,3812,3005,2135.0,7.95,0.25
68817,480,664,2593,4988.0,18.57,0.75
68817,480,3046,1826,9717.0,36.18,0.75
68817,300,3447,4524,1493.0,5.56,0.25
68818,180,3208,1346,2046.0,7.62,0.25
68818,420,990,3190,8085.0,30.1,1.0
68819,300,4317,2713,2993.0,11.14,1.0
68819,180,3234,861,1782.0,6.63,0.25
68820,360,1289,3270,3117.0,11.61,1.0
68820,480,2117,1525,4154.0,15.47,1.0
68822,360,1318,4360,3562.0,13.26,0.75
68822,360,876,2331,1921.0,7.15,1.0
68822,360,181,3160,1502.0,5.59,1.0
68823,480,1957,2991,2604.0,9.7,1.0
68823,300,738,3081,2578.0,9.6,0.5
68824,180,1334,4287,5856.0,21.8,0.5
68824,360,2689,3313,3242.0,12.07,0.5
68824,240,3278,1957,4023.0,14.98,0.75
68825,240,3681,2526,1157.0,4.31,1.0
68825,420,243,2404,6875.0,25.6,0.5
68825,300,4481,2724,4711.0,17.54,0.75
68826,480,1797,2666,6377.0,23.74,1.0
68826,420,3184,3007,2563.0,9.54,0.25
68827,360,4142,2859,2034.0,7.57,0.75
68827,480,4343,2736,5577.0,20.76,0.5
68828,480,1817,376,5459.0,20.33,0.25
68828,300,3157,2624,3180.0,11.84,0.5
68829,420,3783,211,2113.0,7.87,0.75
68829,480,3205,3703,2667.0,9.93,0.75
68829,180,3622,3394,3845.0,14.32,1.0
68829,480,1329,3212,2081.0,7.75,1.0
68829,360,2411,2490,8083.0,30.1,0.75
68830,240,4539,3670,8786.0,32.71,0.75
68830,420,91,3456,3579.0,13.33,0.25
68830,180,3936,3376,3047.0,11.34,0.25
68831,240,1710,2390,3913.0,14.57,0.75
68831,300,2076,465,1729.0,6.44,1.0
68831,420,3937,2962,3855.0,14.35,1.0
68832,360,4522,1240,2325.0,8.66,1.0
68833,420,2487,639,1644.0,6.12,0.75
68833,180,2614,1723,2441.0,9.09,0.5
68834,180,1636,1723,1376.0,5.12,0.25
68834,360,1635,2563,2045.0,7.61,0.75
68834,240,2558,2216,5015.0,18.67,0.75
68835,300,3011,2943,4034.0,15.02,1.0
68836,420,3944,1712,2196.0,8.18,0.75
68836,480,3811,4197,2643.0,9.84,1.0
68836,360,2996,651,3110.0,11.58,0.5
68836,480,3759,8,2218.0,8.26,0.25
68837,360,3960,3667,2224.0,8.28,0.5
68837,480,1634,3080,1107.0,4.12,0.25
68837,300,3315,604,4513.0,16.8,0.75
68837,420,3732,1652,3978.0,14.81,1.0
68837,180,264,3254,3875.0,14.43,0.75
68838,300,3163,683,3008.0,11.2,1.0
68838,420,1727,816,3084.0,11.48,1.0
68839,360,588,2082,1803.0,6.71,0.75
68839,180,1534,2193,3431.0,12.77,0.25
68839,360,1037,1576,5008.0,18.65,0.5
68839,360,2711,51,2839.0,10.57,1.0
68839,360,2676,3478,4960.0,18.47,0.25
68840,300,642,3841,2796.0,10.41,0.25
68840,480,3186,247,1748.0,6.51,0.25
68840,240,3242,447,3463.0,12.89,1.0
68841,240,2564,2118,2458.0,9.15,0.75
68841,480,1180,196,2252.0,8.38,1.0
68843,300,1654,3631,1904.0,7.09,0.75
68844,300,1109,3297,3603.0,13.42,1.0
68844,480,689,1957,7678.0,28.59,1.0
68844,300,3333,491,2302.0,8.57,0.75
68844,420,2173,3258,2200.0,8.19,0.5
68845,420,24,333,5308.0,19.76,1.0
68845,420,4540,3849,2293.0,8.54,0.5
68845,420,1609,1787,3073.0,11.44,0.75
68845,420,1133,22,2497.0,9.3,0.75
68846,480,2308,1237,3942.0,14.68,0.75
68846,180,1243,3570,4348.0,16.19,0.75
68846,300,4270,1383,3322.0,12.37,1.0
68846,420,802,548,3420.0,12.73,1.0
68846,480,2661,4264,1346.0,5.01,0.75
68846,480,2016,3603,3904.0,14.54,1.0
68846,180,645,1323,2348.0,8.74,0.75
68847,420,2717,31,5514.0,20.53,1.0
68847,240,3335,4343,1733.0,6.45,0.5
68847,420,2884,2847,1777.0,6.62,0.5
68848,420,3880,840,13567.0,50.51,1.0
68848,360,1450,4245,1989.0,7.41,1.0
68849,240,1244,4346,1954.0,7.28,0.5
68849,300,261,2324,3392.0,12.63,0.5
68849,300,2394,3002,2486.0,9.26,1.0
68850,300,680,816,2457.0,9.15,0.5
68850,480,1722,3507,1843.0,6.86,0.75
68850,360,1305,588,2602.0,9.69,1.0
68851,420,4564,1841,4538.0,16.9,0.5
68853,360,172,45,2253.0,8.39,0.25
68853,420,3129,3263,4309.0,16.04,1.0
68854,240,920,590,3940.0,14.67,0.75
68855,480,3644,2644,1508.0,5.61,0.5
68855,180,1953,4108,2474.0,9.21,0.25
68855,360,792,3541,2609.0,9.71,0.25
68855,480,2991,2210,5489.0,20.44,1.0
68856,240,1305,4493,4383.0,16.32,0.5
68856,180,1056,3717,1788.0,6.66,1.0
68858,300,1710,955,6625.0,24.67,1.0
68858,240,1035,3953,1543.0,5.75,0.75
68859,300,715,198,1758.0,6.55,1.0
68859,180,3326,3471,1368.0,5.09,0.5
68859,300,452,607,1706.0,6.35,1.0
68860,420,3328,2969,3917.0,14.58,0.25
68860,180,3069,3009,3290.0,12.25,0.5
68860,180,3679,2124,3124.0,11.63,0.5
68861,360,669,374,4665.0,17.37,0.5
68861,240,1255,2185,2667.0,9.93,0.5
68861,420,502,1614,2234.0,8.32,1.0
68862,300,1194,3251,2006.0,7.47,0.75
68862,180,321,899,6922.0,25.77,0.75
68863,300,566,4246,4505.0,16.77,0.5
68864,480,2370,2394,1518.0,5.65,1.0
68864,180,3673,2283,6089.0,22.67,0.25
68864,300,4075,4565,7539.0,28.07,0.5
68865,480,220,2408,2298.0,8.56,0.75
68865,360,247,21,1872.0,6.97,1.0
68866,300,825,1250,1006.0,3.75,0.75
68866,480,1040,328,1323.0,4.93,0.75
68866,420,3432,215,2397.0,8.92,1.0
68866,300,674,3957,1931.0,7.19,0.25
68866,240,127,2331,4560.0,16.98,0.5
68866,300,1926,3584,2579.0,9.6,0.25
68866,480,2454,1636,3036.0,11.3,0.25
68867,240,54,1447,3518.0,13.1,0.75
68867,180,4333,1251,1681.0,6.26,0.75
68867,360,3762,2481,1119.0,4.17,0.75
68867,240,1464,3294,1800.0,6.7,0.75
68867,480,4128,3667,1199.0,4.46,0.75
68868,240,266,3214,6672.0,24.84,0.25
68868,180,1439,1529,7279.0,27.1,0.5
68868,420,3760,1184,5597.0,20.84,0.5
68868,300,3878,912,4675.0,17.41,0.5
68869,300,2328,1790,5971.0,22.23,0.5
68870,180,106,2738,4062.0,15.12,0.75
68871,480,1413,2453,2606.0,9.7,0.75
68871,240,2941,2375,4391.0,16.35,1.0
68871,360,2249,4460,1445.0,5.38,0.5
68872,480,2278,3308,2536.0,9.44,1.0
68874,360,2345,2910,1995.0,7.43,0.25
68874,480,3016,3792,4005.0,14.91,0.5
68874,180,3073,2077,5884.0,21.91,0.75
68874,480,2803,3525,8746.0,32.56,1.0
68875,360,1826,2135,3452.0,12.85,0.5
68875,180,1320,3457,2776.0,10.34,0.25
68875,420,596,3052,1667.0,6.21,1.0
68876,180,4140,2690,2530.0,9.42,0.75
68876,360,2688,569,1767.0,6.58,1.0
68876,360,1309,377,5266.0,19.61,0.75
68877,180,3113,3494,2359.0,8.78,0.25
68878,300,74,508,3511.0,13.07,0.5
68878,480,2370,4539,2634.0,9.81,0.25
